,Lichtblick Liste,RoWo Liste,Firmenname,Stromkennzeichnung Atom,Kohle,Erdgas,sonst. Fossil,EEG Strom,Erneuerbare Energien,Check,Kohle und sonst. Fossile Energieträger,Stromeinkauf (ohne EEG) Atom,Kohle2,Erdgas2,sonst. Fossil 2,Erneuerbare Energien 2,Kohle und sonst. Fossile Energieträger 2,CO2 Emmision (g/KWh),Atommüll (g/kWh),Tatsächlicher CO2-Ausstoß (Stromeinkauf) ohne EEG,Link,Anmerkungen,Adresse,PLZ,Stadt,URL,Kontakt     (nur relevante Anbieter),RoWo-Kriterien,A,B,C,D,R,X,Eigene Kraftwerke/Anteile an Kraftwerken,Zertifizierung? (ein oder mehrer Tarife),Stromkennzeichung fehlt,Bemerkung
74,True,True,Elektrizitätsgenossenschaft Karlstein eG,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,http://www.eg-karlstein.de/Veroffentlichungen/stromkennzeichnung2017.pdf,,Weitwiesenring 6,83435,Bad Reichenhall,https://www.eg-karlstein.de,,R?,,,?,,,,,,,
75,True,True,Elektrizitätsgenossenschaft Nordhalben und Umgebung eG,18.10%,22.20%,5.70%,0.90%,52.90%,0.10%,99.90%,28.80%,38.43%,47.13%,12.10%,1.91%,0.21%,61.15%,243.0,0.0005,515.923566878981,http://www.eg-nordhalben.de/downloads/Strommix.pdf,,,,,,,A,x,,,,,,,,,
76,True,True,Elektrizitätsgenossenschaft Oesterweg eG,9.70%,34.40%,2.70%,0.30%,52.90%,0.00%,100.00%,37.40%,20.59%,73.04%,5.73%,0.64%,0.00%,79.41%,368.0,0.0003,781.3163481953288,http://www.eg-oesterweg.de/pdf/Stromkennzeichnung_2017.pdf,,,,,,,A,x,,,,,,,,,
77,True,True,Elektrizitätsgenossenschaft Ohlstadt eG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://ego-ohlstadt.de/Stromvertrieb/Stromkennzeichnung/stromkennzeichnung.html,nicht aktuell,Schwaigweg 7,82441,Ohlstadt,http://ego-ohlstadt.de,,A,x,,,,,,,,,
78,True,True,Elektrizitätsgenossenschaft Rettenberg eG,7.10%,32.50%,5.70%,0.70%,52.90%,1.10%,100.00%,38.90%,15.07%,69.00%,12.10%,1.49%,2.34%,82.59%,352.0,0.0002,747.346072186837,http://www.eg-rettenberg.de/wp-content/uploads/2018/10/Stromkennzeichnung_EGR_Basisjahr_2017_.pdf,,Burgberger Str. 24,87549,Rettenberg,http://www.eg-rettenberg.de,,A,x,"Netzbetreiber, Strom der Kooperation AllgäuStrom",,,,,,,,
79,True,True,Elektrizitäts-Genossenschaft Röthenbach eG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.eg-roethenbach.de/,nicht aktuell,,,,,,A,x,,,,,,,,,
80,True,,Elektrizitäts-Genossenschaft Schlachters eG,0.00%,0.00%,0.00%,0.00%,48.40%,51.60%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.eg-schlachters.de/images/Dok71.pdf,,,,,,,,,,,,,,,,,
81,True,True,Elektrizitäts-Genossenschaft Schonstett eG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.eg-schonstett.de/index.php/content/view/19/34/,nicht aktuell,,,,,,A,x,,,,,,,,,
82,True,True,Elektrizitäts-Genossenschaft Tacherting-Feichten e.G.,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://egtf.de/strom/vertrieb.html,nicht aktuell,Stefan-Flötzl-Str. 4,83342,Tacherting,https://egtf.de,,A,x,,,,,,,,,
83,True,True,Elektrizitätsgenossenschaft Unterneukirchen eG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.eg-unterneukirchen.de/index.php?id=26,FEHLER fehlerhafte Kennzeichnung,,,,,,A,x,,,,,,,,,
84,True,True,Elektrizitäts-Genossenschaft Vogling & Angrenzer eG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.eva-siegsdorf.de/wordpress/?page_id=131,nicht aktuell,Höpfling 2,83313,Siegsdorf,https://www.eva-siegsdorf.de,,A,x,,,,,,,,,
85,True,True,Elektrizitäts-Genossenschaft Wolkersdorf und Umgebung eG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.eg-wolkersdorf.de/,nicht vorhanden,Schmidhamer Str. 26,83278,Traunstein-Wolkersdorf,https://www.eg-wolkersdorf.de/,,A,x,,,,,,,,,
86,True,True,Elektrizitätsgesellschaft Levern eG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.eg-levern.de/desktopdefault.aspx/tabid-597.html,nicht aktuell,,,,,,A,x,,,,,,,,,
87,True,True,Elektrizitäts- und Wasserversorgungsgenossenschaft Vagen eG,38.50%,47.20%,12.10%,2.00%,0.00%,0.20%,100.00%,61.30%,38.50%,47.20%,12.10%,2.00%,0.20%,61.30%,517.0,0.0011,517.0,https://www.ewg-vagen.de/pdf/180924_edg_informationsplficht_2018.pdf,FEHLER mit EEG,Lindenstraße 14,83620,Feldkirchen-Westerham,https://www.ewg-vagen.de/,,A,x,,,,,,,,,
88,True,True,Elektrizitätsvereinigung Böbing eG,6.40%,30.70%,7.20%,1.20%,52.90%,1.60%,100.00%,39.10%,13.59%,65.18%,15.29%,2.55%,3.40%,83.01%,346.0,0.0002,734.607218683652,https://ev-boebing.de//htmls/stromkennzeichnung.htm,,Riedelweg 2,82389,Böbing,https://ev-boebing.de,,A,x,,,,,,,,,
89,True,True,Elektrizitätsversorgung (EVU) der Gemeinde Gochsheim,5.69%,23.98%,5.26%,0.91%,52.94%,11.23%,100.01%,30.15%,12.09%,50.96%,11.18%,1.93%,23.86%,64.07%,715.0,0.0004,1519.33701657459,https://evu.gochsheim.de/cms/front_content.php?idcat=44,,Am Plan 4-6,97469,Gochsheim,https://evu.gochsheim.de,,A,x,,,,,,,,,
90,True,True,Elektrizitäts-VersorgungGenossenschaft Perlesreut eG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.evg-perlesreut.de/,nicht vorhanden,,,,,,A,x,,,,,,,,,
91,True,True,Elektrizitätsversorgung Rheinzabern,8.50%,28.30%,8.40%,1.30%,52.90%,0.60%,100.00%,38.00%,18.05%,60.08%,17.83%,2.76%,1.27%,80.68%,320.0,0.0002,679.405520169852,http://www.evu-rheinzabern.de/downloads/Strommix.pdf,,Hauptstraße 33,76764,Rheinzabern,http://www.evu-rheinzabern.de,,A,x,,,,,,,,,
92,True,True,Elektrizitätswerk Aach GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.ew-aach.de/wir-ueber-uns/ew-aach-gmbh/publikationen/,nicht aktuell,,,,,,A,x,,,,,,,,,
93,True,True,Elektrizitätswerk des Kantons Schaffhausen AG,4.10%,12.60%,4.70%,0.80%,52.90%,24.90%,100.00%,18.10%,8.70%,26.75%,9.98%,1.70%,52.87%,38.43%,148.0,0.0001,314.22505307855596,https://www.eks.ch/sites/default/files/2018-11/eks_stromkennzeichnung_2017_DE.pdf,,Rheinstr. 37,CH-8200 ,Schaffhausen,https://www.eks.ch,,A,x,,,,,,,,,
94,True,True,Elektrizitätswerk Diessen Stadler GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.ew-diessen.de/netz/,nicht aktuell,,,,,,A,x,,,,,,,,,
95,True,True,Elektrizitätswerke Reutte GmbH & Co KG,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.ewr-energie.com/service/downloads/#cat-7,,Lechhalde 1 1/2,87629,Füssen,https://www.ewr-energie.com,,R?,,Erdgas Unternehmen,?,,,,x,x,,
96,True,True,Elektrizitätswerke Schönau Vertriebs GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.ews-schoenau.de/export/sites/ews/ews/energiedienstleistungen/.files/stromkennzeichnung-oekostrom-2017.pdf,,Friedrichstraße 53/55,79677,Schönau/Schw.,https://www.ews-schoenau.de/,,X,,,,,,,,,,
97,True,True,Elektrizitätswerk Gemeinde Glattbach,11.60%,27.60%,5.40%,0.80%,52.90%,1.70%,100.00%,33.80%,24.63%,58.60%,11.46%,1.70%,3.61%,71.76%,297.0,0.0003,630.573248407643,https://www.glattbach.de/stromkennzeichnung-2018,,Im Wiesengrund 3,63864,Glattbach,https://www.glattbach.de,,A,x,,,,,,,,,
98,True,True,Elektrizitätswerk Georg Grandl e.K.,14.00%,17.00%,4.00%,1.00%,53.00%,11.00%,100.00%,22.00%,29.79%,36.17%,8.51%,2.13%,23.40%,46.81%,186.0,0.0004,395.744680851064,https://www.ew-grandl.de/veroeffentlichungen-nach-enwg-vertrieb/,,,,,,,A,x,,,,,,,,,
99,True,True,Elektrizitätswerk Goldbach-Hösbach GmbH & Co. KG,10.80%,25.10%,5.10%,0.70%,52.90%,5.30%,99.90%,30.90%,22.93%,53.29%,10.83%,1.49%,11.25%,65.61%,271.0,0.0003,575.371549893843,https://www.ew-goldbach-hoesbach.de/downloads/formulare/20181029_EWG_Stromkennzeichnung_2017.pdf,,,,,,,A,x,,,,,,,,,
100,True,True,Elektrizitätswerk Haimmerer,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.e-werk-haimmerer.de/,nicht vorhanden,,,,,,A,x,,,,,,,,,
101,True,True,Elektrizitätswerk Hammermühle Versorgungsgesellschaft mbH,4.90%,22.10%,5.90%,0.50%,52.90%,13.70%,100.00%,28.50%,10.40%,46.92%,12.53%,1.06%,29.09%,60.51%,248.0,0.0001,526.539278131635,https://www.ewh.de/fileadmin/user_upload/PDF/RZ_EHV_Stromkennzeichen_2018_A4_Web.pdf,,Im Geisenborn 4,56242,Selters,https://www.ewh.de,,A,x,,,,,,,,,
102,True,True,Elektrizitätswerk Hauenstein,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.energie-hauenstein.de/werk/,nicht aktuell,,,,,,A,x,,,,,,,,,
103,True,True,Elektrizitätswerk Heinrich Schirmer,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.ew-schirmer.de/,nicht vorhanden,,,,,,A,x,,,,,,,,,
104,True,True,Elektrizitätswerk Hindelang eG,7.50%,31.50%,6.70%,0.90%,52.90%,0.50%,100.00%,39.10%,15.92%,66.88%,14.23%,1.91%,1.06%,83.01%,347.0,0.0002,736.7303609341832,https://www.ewhindelang.de/download/energiemix_basis2017_allg%C3%A4ustrom_partner_ewh_.pdf,,Weidachstrasse 9,87541,Bad Hindelang,https://www.ewhindelang.de,,A,x,,,,,,,,,
105,True,True,Elektrizitätswerk Kappelrodeck Gustav Ziegler KG,5.80%,27.80%,6.50%,1.10%,52.90%,5.90%,100.00%,35.40%,12.31%,59.02%,13.80%,2.34%,12.53%,75.16%,314.0,0.0002,666.666666666667,http://s439195908.website-start.de/strom-vertrieb/stromtarife/stromkennzeichnung/,,Venedig 10,77876,Kappelrodeck,http://s439195908.website-start.de/,,A,x,,,,,,,,,
106,True,True,Elektrizitätswerk Karl Stengle GmbH & Co KG,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.e-werk-stengle.de/cms/files/user-data/pdfs/Stromkennzeichnug_31102018_HP.pdf,,Niedere-Au-Straße 11,72108,Rottenburg a. N.,https://www.e-werk-stengle.de,,R,,,?,,,,x,,,
107,True,True,Elektrizitätswerk Landsberg GmbH,8.60%,31.10%,5.20%,0.50%,52.90%,1.70%,100.00%,36.80%,18.26%,66.03%,11.04%,1.06%,3.61%,78.13%,341.0,0.0002,723.9915074309979,https://www.ewlandsberg.de/media/7162/stromkennzeichnung_ewl.pdf,,,,,,,A,x,,,,,,,,,
108,True,True,Elektrizitätswerk Leitlein GmbH & Co. KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://leitlein.com/w_strom.htm,nicht aktuell,,,,,,A,x,,,,,,,,,
109,True,True,Elektrizitäts-Werk Mainbernheim GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,http://www.ewerk-mainbernheim.de/index.php/stromkennzeichnung.html,,Am Wehrbach 1,97350,Mainbernheim,http://www.ewerk-mainbernheim.de,,R?,,,?,,,,,RenewablePlus,,
110,True,True,Elektrizitätswerk Markt Obernzell,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.obernzell.de/index.php/rathaus/gemeindewerke,nicht aktuell,,,,,,A,x,,,,,,,,,
111,True,True,Elektrizitätswerk Max Peißker,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://max-peissker.de/,nicht vorhanden,,,,,,A,x,,,,,,,,,
112,True,True,Elektrizitätswerk Mittelbaden AG & Co. KG,8.60%,24.60%,7.20%,1.50%,50.80%,7.30%,100.00%,33.30%,17.48%,50.00%,14.63%,3.05%,14.84%,67.68%,275.0,0.0002,558.943089430894,https://webportal.e-werk-mittelbaden.de/csit/action/csShowProducts?fileID=d7e16ce0-a30f-11e5-a8d4-41b4ac1021e0%3Acb3ff16e%3AHBN&formReset.x=true,,,,,,,A,x,,,,,,,,,
113,True,True,Elektrizitätswerk Müller Tauberrettersheim,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.mueller-muehle.de/html/energietrager-mix.html,nicht aktuell,,,,,,A,x,,,,,,,,,
114,True,True,Elektrizitätswerk Oberwössen eG,6.60%,31.70%,7.40%,1.20%,52.90%,0.10%,99.90%,40.30%,14.01%,67.30%,15.71%,2.55%,0.21%,85.56%,358.0,0.0002,760.084925690021,https://www.ew-oberwoessen.de/app/download/5784545174/Stromkennzeichnung_Oberw%C3%B6ssen_2017.pdf,,Dorfstraße 28,83246,Oberwössen,https://www.ew-oberwoessen.de/,,A,x,Internetseite funktioniert nicht,,,,,,,,
115,True,True,Elektrizitätswerk Ottenhöfen Moser GmbH & Co. KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.ew-ottenhoefen.de/stromtarife/,nicht aktuell,,,,,,A,x,,,,,,,,,
116,True,True,Elektrizitäts-Werk Ottersberg,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.ewerk-ottersberg.de/veroeffentlichungen,nicht aktuell,Grüne Straße 24,28870,Ottersberg,https://www.ewerk-ottersberg.de,,A,x,x,,,,,,,x,
117,True,True,Elektrizitätswerk Rieger GmbH & Co. KG,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,http://www.ewr-rieger.de/stromkennzeichnung/,,Friedrichstrasse 16,72805,Lichtenstein,https://www.ewr-rieger.de,,R?,,,?,,,,x,x,,
118,True,True,Elektrizitätswerk Rohmund GmbH,8.50%,24.00%,9.30%,1.40%,52.90%,3.90%,100.00%,34.70%,18.05%,50.96%,19.75%,2.97%,8.28%,73.67%,330.0,0.0003,700.636942675159,https://www.ew-rohmund.de/downloads/stromkennzeichnung-2017-ewr.pdf,,,,,,,A,x,,,,,,,,,
119,True,True,Elektrizitätswerk Rosenmühle e.K.,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,Elektrizitätswerk Rosenmühle e.K.,FEHLER keine Website,,,,,,A,x,,,,,,,,,
120,True,True,Elektrizitätswerk Schweiger GmbH,6.60%,31.70%,7.40%,1.20%,52.90%,0.20%,100.00%,40.30%,14.01%,67.30%,15.71%,2.55%,0.42%,85.56%,358.0,0.0002,760.084925690021,https://www.ew-schweiger.de/phocadownload/energiemix-website%202017.pdf,,,,,,,A,x,,,,,,,,,
121,True,True,Elektrizitätswerk Tegernsee Vertriebs- und Service-KG,7.80%,29.50%,6.60%,1.00%,52.90%,2.10%,99.90%,37.10%,16.56%,62.63%,14.01%,2.12%,4.46%,78.77%,330.0,0.0002,700.636942675159,https://ewerk-tegernsee.de/wp-content/uploads/2018/10/EWS-Strommix-2017-1.pdf,,Hochfeldstraße 3,83684,Tegernsee,https://ewerk-tegernsee.de,,A,x,,,,,,,,,
122,True,True,Elektrizitätswerk Wanfried von Scharfenberg KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.ewwanfried.de/strom/produktinformationen/,nicht aktuell,Unter der Tränke 1,37281,Wanfried,https://www.ewwanfried.de,,A,x,,,,,,,,,
123,True,True,Elektrizitätswerk Weißenhorn AG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.ewag-weissenhorn.de/gewerbe/download-center/,nicht aktuell,,,,,,A,x,,,,,,,,,
124,True,True,Elektrizitätswerk Wennenmühle Schörger KG,22.00%,27.00%,3.00%,3.00%,45.00%,0.00%,100.00%,33.00%,40.00%,49.09%,5.45%,5.45%,0.00%,60.00%,259.0,0.0006,470.9090909090911,https://www.wennenmuehle.de/energiemix.html,,,,,,,A,x,,,,,,,,,
125,True,True,Elektro-Trück GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,Elektro-Trück GmbH,FEHLER keine Website,,,,,,A,x,,,,,,,,,
126,True,True,Elogico - Eine Marke der ENSTROGA AG,3.98%,12.24%,4.58%,0.73%,52.94%,25.53%,100.00%,17.55%,8.46%,26.01%,9.73%,1.55%,54.25%,37.29%,143.0,0.0001,303.867403314917,https://www.elogico.de/unternehmen/stromkennzeichnung/,,,,,,,A,x,,,,,,,,,
127,True,True,em.serv GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.emserv-gmbh.de/,nicht aktuell,,,,,,A,x,,,,,,,,,
128,True,True,EMB Energie Mark Brandenburg GmbH,4.10%,16.70%,4.20%,0.60%,44.40%,29.90%,99.90%,21.50%,7.37%,30.04%,7.55%,1.08%,53.78%,38.67%,189.0,0.0001,339.928057553957,https://www.emb-gmbh.de/Privatkunden/Strom/Seiten/default.aspx,,Großbeerenstraße 181 - 18,14482,Potsdam,https://www.emb-gmbh.de,,A,x,,,,,,,,,
129,True,True,EMB - Energieversorgung Miltenberg-Bürgstadt GmbH & Co. KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://we-are-energy.de/strom/kennzeichnung/,nicht aktuell,Luitpoldstraße 17,63897,Miltenberg,https://we-are-energy.de,,A,x,,,,,,,,,
130,True,True,Emil Energie GmbH,13.50%,21.60%,11.80%,0.20%,52.90%,0.00%,100.00%,33.60%,28.66%,45.86%,25.05%,0.42%,0.00%,71.34%,261.0,0.0004,554.140127388535,https://www.emil-energie.de/wp-content/uploads/2012/08/Grafiken_Stromherkunft_EmilEnergie_2017_RZ.jpg,,,,,,,A,x,,,,,,,,,
131,True,True,EMMA Energie - eine Marke von TWL Energie Deutschland GmbH,9.00%,27.20%,8.80%,2.00%,52.90%,0.10%,100.00%,38.00%,19.11%,57.75%,18.68%,4.25%,0.21%,80.68%,227.0,0.0002,481.953290870488,https://emma-energie.de/informationen/strommix,,,,,,,A,x,,,,,,,,,
132,True,True,Emscher Lippe Energie GmbH,7.90%,30.50%,2.60%,0.20%,52.20%,6.60%,100.00%,33.30%,16.53%,63.81%,5.44%,0.42%,13.81%,69.67%,325.0,0.0002,679.916317991632,https://www.ele.de/Privatkunden/strom-erdgas/strom-fuer-den-haushalt/stromkennzeichnung.html,,Ebertstr.30,45879,Gelsenkirchen,https://www.ele.de,,A,x,,,,,,,,x,
133,True,True,EnBW Energie Baden-Württemberg AG,17.70%,21.60%,2.50%,2.00%,52.90%,3.30%,100.00%,26.10%,37.58%,45.86%,5.31%,4.25%,7.01%,55.41%,208.0,0.0005,441.61358811040395,https://www.enbw.com/service/enbw-strommix,,Durlacher Allee 93,76131,Karlsruhe,https://www.enbw.com,,A,x,,,,,,,,,
134,True,True,EnBW Ostwürttemberg DonauRies Aktiengesellschaft ODR,25.00%,23.60%,2.20%,2.20%,45.00%,2.00%,100.00%,28.00%,45.45%,42.91%,4.00%,4.00%,3.64%,50.91%,230.0,0.0007,418.181818181818,https://www.odr.de/privatkunden/service-kontakt/downloads/energietraegermix.html,,Unterer Brühl 2,73479,Ellwangen,https://www.enbw.com,,A,x,,,,,,,,,
135,True,True,ener.my GmbH,33.60%,0.00%,0.00%,0.00%,52.90%,13.20%,99.70%,0.00%,71.34%,0.00%,0.00%,0.00%,28.03%,0.00%,2.0,0.0009,4.24628450106157,https://enermy.de/media/Stromkennzeichnung.pdf,FEHLER fehlerhafte Kennzeichnung,,,,,,A,x,,,,,,,,,
136,True,True,enercity AG,0.00%,20.80%,11.70%,0.00%,45.70%,21.80%,100.00%,32.50%,0.00%,38.31%,21.55%,0.00%,40.15%,59.85%,242.0,0.0,445.672191528545,https://www.enercity.de/infothek/downloads/pflichtveroeffentlichungen/skz-oekostrom-pk-gk-11-18.pdf,,Ihmeplatz 2,30449,Hannover,https://www.enercity.de,,A,x,,,,,,,,,
137,True,True,eneREGIO GmbH,9.22%,29.89%,6.42%,1.41%,52.94%,0.12%,100.00%,37.72%,19.59%,63.51%,13.64%,3.00%,0.25%,80.15%,330.0,0.0002,701.23246918827,https://www.eneregio.com/wp-content/uploads/2018/10/Strommix-f%C3%BCr-das-Bezugsjahr-2017-g%C3%BCltig-ab-01.11.2018.pdf,,,,,,,A,x,,,,,,,,,
138,True,True,Energie Aktiengesellschaft Iserlohn,10.40%,36.90%,3.00%,0.30%,39.70%,9.70%,100.00%,40.20%,17.25%,61.19%,4.98%,0.50%,16.09%,66.67%,393.0,0.0003,651.741293532338,https://www.energie-ag.de/de/Fussnavigation/Stromkennzeichnung/,,,,,,,A,x,,,,,,,,,
139,True,True,Energie Calw GmbH,15.10%,21.10%,3.90%,1.70%,52.90%,5.30%,100.00%,26.70%,32.06%,44.80%,8.28%,3.61%,11.25%,56.69%,216.0,0.0004,458.59872611464993,https://www.encw.de/wissenswertes-fuer-privatkunden/,,,,,,,A,x,,,,,,,,,
140,True,True,Energiedienst AG,7.00%,13.00%,2.00%,1.00%,47.00%,30.00%,100.00%,16.00%,13.21%,24.53%,3.77%,1.89%,56.60%,30.19%,125.0,0.0002,235.849056603774,https://www.naturenergie.de/fileadmin/naturenergie/Strommkennzeichen/ED_Stromkennzeichnungen2019.pdf,,Schönenbergerstr. 10,79618,Rheinfelden,https://www.naturenergie.de,,A,x,,,,,,,,,
141,True,True,Energiegenossenschaft für Wittmund eG,7.30%,27.10%,8.10%,1.30%,52.90%,3.30%,100.00%,36.50%,15.50%,57.54%,17.20%,2.76%,7.01%,77.49%,297.0,0.0002,630.573248407643,https://www.eg-wittmund.de/index.php?rex_media_type=download&rex_media_file=/media/stromkennzeichnung_2019.pdf,,Aseler-Str. 10,26409,Wittmund,https://www.eg-wittmund.de,,A,x,,,,,,,,,
142,True,True,Energie-Gesellschaft Unterkirnach mbH,8.30%,25.20%,9.40%,1.50%,52.90%,2.70%,100.00%,36.10%,17.62%,53.50%,19.96%,3.18%,5.73%,76.65%,295.0,0.0002,626.326963906582,http://www.egu-strom.de/fileadmin/Dateien/EGU_Strom/Dateien/EGU_Stromkennzeichnung_2018.pdf,,Hauptstraße 5,78089,Unterkirnach,https://www.egu-strom.de,,A,x,,,,,,,,,
143,True,True,energieGUT GmbH,3.60%,13.30%,8.10%,0.30%,52.90%,21.70%,99.90%,21.70%,7.64%,28.24%,17.20%,0.64%,46.07%,46.07%,163.0,0.0001,346.0721868365181,https://www.energiegut.de/stromkennzeichnung/,,Bungertstr. 27,47053,Duisburg,https://www.energiegut.de,,A,x,,,,,,,,,
144,True,True,energiehoch3 GmbH,7.30%,25.30%,9.80%,1.20%,52.90%,3.40%,99.90%,36.30%,15.50%,53.72%,20.81%,2.55%,7.22%,77.07%,297.0,0.0,630.573248407643,https://www.energiehoch3.de/strom/stromkennzeichnung/,FEHLER Umweltbelastungen,Ostring 28,44787,Bochum,https://www.energiehoch3.de,,A,x,,,,,,,,,
145,True,True,Energie Rellingen - eine Marke der Stadtwerke Elmshorn,3.10%,8.90%,4.50%,0.50%,52.10%,30.90%,100.00%,13.90%,6.47%,18.58%,9.39%,1.04%,64.51%,29.02%,110.0,0.0001,229.64509394572,https://www.energie-rellingen.de/de/Startseite/Energie-in-Rellingen-zu-Hause.html#strom,,,,,,,A,x,,,,,,,,,
146,True,True,Energie Rhein-Sieg GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,http://www.energie-rhein-sieg.de/stromkennzeichnung.html,,Südstraße 27,53757,Sankt Augustin,https://www.energie-rhein-sieg.de/,,B,,Tochter Unternehmen stadtwerke-hall.de,,,x,,,,,
147,True,True,ENERGIERIED GmbH & Co. KG,8.70%,25.90%,8.40%,1.70%,52.90%,2.40%,100.00%,36.00%,18.47%,54.99%,17.83%,3.61%,5.10%,76.43%,299.0,0.0002,634.819532908705,https://www.energieried.de/strom/,,,,,,,A,x,,,,,,,,,
148,True,True,Energie SaarLorLux AG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.energie-saarlorlux.com/,nicht vorhanden,,,,,,A,x,,,,,,,,,
149,True,True,Energie Sachsenheim GmbH & Co. KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://energie-sachsenheim.de/privatkunden/strom/,nicht aktuell,,,,,,A,x,,,,,,,,,
150,True,True,Energie Südbayern GmbH,11.00%,27.00%,8.00%,1.00%,53.00%,0.00%,100.00%,36.00%,23.40%,57.45%,17.02%,2.13%,0.00%,76.60%,303.0,0.0003,644.68085106383,https://www.esb.de/geschaeftskunden/stromprodukte/gewerbekunden/,,Ungsteiner Straße 31,81539,München,https://www.esb.de,,A,x,,,,,,,,,
151,True,True,EnergieSüdwest Aktiengesellschaft,0.00%,0.00%,0.00%,0.00%,53.00%,47.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.energie-suedwest.de/wp-content/uploads/2018/10/stromkennzeichnung_esw_ag_10_18_lj-2017.pdf,,Industriestr. 18,76829,Landau,https://energie-suedwest.de,,B,,51 % Anteil Enovos Deutschland SE,,,,,,,,
