Lichtblick Liste,RoWo Liste,Firmenname,Stromkennzeichnung Atom,Kohle,Erdgas,sonst. Fossil,EEG Strom,Erneuerbare Energien,Check,Kohle und sonst. Fossile Energieträger,Stromeinkauf (ohne EEG) Atom,Kohle2,Erdgas2,sonst. Fossil 2,Erneuerbare Energien 2,Kohle und sonst. Fossile Energieträger 2,CO2 Emmision (g/KWh),Atommüll (g/kWh),Tatsächlicher CO2-Ausstoß (Stromeinkauf) ohne EEG,Link,Anmerkungen,Adresse,PLZ,Stadt,URL,Kontakt     (nur relevante Anbieter),RoWo-Kriterien,A,B,C,D,R,X,Eigene Kraftwerke/Anteile an Kraftwerken,Zertifizierung? (ein oder mehrer Tarife),Stromkennzeichung fehlt,Bemerkung
True,,Stadtwerke Neuburg a. d. Donau,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.stw-nd.de/home/energie/strom/stromvertrieb/stromerzeugung-und-qualitaet/,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Neuenhaus GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.waz-sw-neuenhaus.de/stadtwerke-neuenhaus/strom/preise/,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Neunburg vorm Wald Strom GmbH,16.70%,20.40%,6.20%,0.90%,55.70%,0.10%,100.00%,27.50%,37.70%,46.05%,14.00%,2.03%,0.23%,62.08%,230.0,0.0005,519.1873589164791,https://www.stadtwerke-neunburg.de/fileadmin/stadtwerke/data/pdf/2017/Strom_2018/Strom_2018-2/Stromkennzeichnung_fuer_Homepage.pdf,FEHLER mit EEG,,,,,,,,,,,,,,,,
True,,Stadtwerke Neustadt an der Donau,9.90%,26.30%,9.40%,1.30%,52.90%,0.10%,99.90%,37.00%,21.02%,55.84%,19.96%,2.76%,0.21%,78.56%,299.0,0.0003,634.819532908705,https://www.stadtwerke-neustadt-do.de/upload/strom/strom_vertrieb/Strommix2017.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Niederrhein - eine Marke der Stadtwerke Goch GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerkeniederrhein.de/das-unternehmen/,nicht vorhanden,,,,,,,,,,,,,,,,
True,,Stadtwerke Niesky GmbH,3.60%,18.90%,4.60%,0.80%,52.90%,19.20%,100.00%,24.30%,7.64%,40.13%,9.77%,1.70%,40.76%,51.59%,42.0,0.0001,89.171974522293,https://www.stadtwerke-niesky.de/uploads/20181101_Stromkennzeichnung_2017-1.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Oberriexingen GmbH,6.60%,31.70%,7.40%,1.20%,52.90%,0.10%,99.90%,40.30%,14.01%,67.30%,15.71%,2.55%,0.21%,85.56%,358.0,0.0002,760.084925690021,https://www.sw-ori.de/fileadmin/user_upload/pdf/formulare/strom/2018/stromkennzeichnungswori2017.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Oberursel (Taunus) GmbH,4.30%,17.90%,4.80%,0.80%,46.10%,26.20%,100.10%,23.50%,7.98%,33.21%,8.91%,1.48%,48.61%,43.60%,204.0,0.0001,378.47866419294996,https://www.stadtwerke-oberursel.de/2017-SWO-Stromkennzeichnung-WEB.jpg,,,,,,,,,,,,,,,,,
True,,Stadtwerke Ochtrup,10.40%,35.80%,5.00%,0.60%,45.80%,2.40%,100.00%,41.40%,19.19%,66.05%,9.23%,1.11%,4.43%,76.38%,391.0,0.0003,721.40221402214,http://www.stadtwerke-ochtrup.de/de/Geschaeftskunden/Strom/Rechte-Seite/Stromkennzeichnungen-2017-fuer-Homepage.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke OELSNITZ/V. GmbH,7.30%,21.40%,6.20%,0.90%,52.90%,11.30%,100.00%,28.50%,15.50%,45.44%,13.16%,1.91%,23.99%,60.51%,235.0,0.0002,498.93842887473505,https://vogtland-energie.de/seite/service/wichtige-dokumente/,FEHLER Deutschland-Mix,,,,,,,,,,,,,,,,
True,,Stadtwerke Oerlinghausen GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-oerlinghausen.de/energie-and-wasser/strom/strommix.html,FEHLER fehlerhafte Kennzeichnung,,,,,,,,,,,,,,,,
True,,Stadtwerke Olbernhau GmbH,7.90%,23.08%,6.72%,0.94%,52.94%,8.42%,100.00%,30.74%,16.79%,49.04%,14.28%,2.00%,17.89%,65.32%,254.0,0.0002,539.7365065873349,http://www.stadtwerke-olbernhau.de/files/2017/Energiemix_2017.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Oldenburg in Holstein GmbH,0.00%,0.00%,0.00%,0.00%,52.94%,47.06%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.swo-holstein.de/files/downloads/Strom/Stromkennzeichnung_2017.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Ostmünsterland GmbH & Co. KG,8.00%,25.30%,7.60%,1.20%,52.90%,5.00%,100.00%,34.10%,16.99%,53.72%,16.14%,2.55%,10.62%,72.40%,294.0,0.0002,624.203821656051,https://www.so.de/de/privat-produkte/strom/strommix/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Paderborn GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerke-pb.de/strom/strommix/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Pappenheim,9.00%,26.00%,9.00%,1.00%,53.00%,2.00%,100.00%,36.00%,19.15%,55.32%,19.15%,2.13%,4.26%,76.60%,258.0,0.0003,548.936170212766,https://stadtwerke.pappenheim.eu/fileadmin/redaktion/pdf/Stromkennzeichnung_2017.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Parchim GmbH,5.10%,15.70%,31.10%,0.70%,47.30%,0.00%,99.90%,47.50%,9.68%,29.79%,59.01%,1.33%,0.00%,90.13%,338.0,0.0001,641.366223908919,https://www.stadtwerke-parchim.de/download.html,,,,,,,,,,,,,,,,,
True,,Stadtwerke Pasewalk GmbH,16.00%,19.00%,11.00%,1.00%,53.00%,0.00%,100.00%,31.00%,34.04%,40.43%,23.40%,2.13%,0.00%,65.96%,226.0,0.0004,480.851063829787,https://www.stadtwerke-pasewalk.de/produkte/strom/stromkennzeichnung/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Plattling,9.80%,25.90%,10.80%,1.40%,50.50%,1.70%,100.10%,38.10%,19.80%,52.32%,21.82%,2.83%,3.43%,76.97%,316.0,0.0003,638.383838383838,https://www.stadtwerke-plattling.de/upload/strom/strom_vertrieb/2_Stromkennzeichnung/Kennzeichnung%20der%20Stromlieferung%202017.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Porta Westfalica GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-porta-westfalica.de/porta-strom/,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Radevormwald GmbH,8.90%,32.00%,5.30%,0.70%,52.90%,0.30%,100.10%,38.00%,18.90%,67.94%,11.25%,1.49%,0.64%,80.68%,352.0,0.0002,747.346072186837,https://www.s-w-r.de/stromkennzeichnung.php,,,,,,,,,,,,,,,,,
True,,Stadtwerke Rees GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://stadtwerke-rees.de/,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Rhede GmbH,8.80%,27.80%,7.80%,0.90%,52.90%,1.70%,99.90%,36.50%,18.68%,59.02%,16.56%,1.91%,3.61%,77.49%,314.0,0.0002,666.666666666667,https://www.stadtwerke-rhede.de/privatkunden/strom/stromkennzeichnung/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Riesa GmbH,3.30%,10.10%,33.00%,0.50%,52.90%,0.20%,100.00%,43.60%,7.01%,21.44%,70.06%,1.06%,0.42%,92.57%,214.0,0.0001,454.35244161358804,https://www.stw-riesa.de/strom/stadtstrom/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Rietberg-Langenberg GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-rl.de/privatkunden/strom/stromkennzeichnung.html,nicht aktuell,,,,,,,,,,,,,,,,
True,,StadtWerke Rösrath - Energie GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerke-roesrath.de/de/Energie/Strom/Stromkennzeichnung/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Röthenbach a. d. Pegnitz GmbH,17.10%,50.10%,19.60%,3.10%,3.00%,7.10%,100.00%,72.80%,17.63%,51.65%,20.21%,3.20%,7.32%,75.05%,664.0,0.0005,684.536082474227,https://www.stadtwerke-roethenbach.de//stromvertrieb-stromkennzeichnung.html,FEHLER mit EEG,,,,,,,,,,,,,,,,
True,,Stadtwerke Saarlouis GmbH,8.60%,29.40%,3.10%,0.50%,52.30%,6.10%,100.00%,33.00%,18.03%,61.64%,6.50%,1.05%,12.79%,69.18%,318.0,0.0003,666.666666666667,https://www.swsls.de/assets/pdf/1_1_Strom/1_1_1_Grundversorgungstarif/Strommix%202017%2020181113.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Sangerhausen GmbH,0.90%,10.30%,12.10%,0.20%,52.90%,23.60%,100.00%,22.60%,1.91%,21.87%,25.69%,0.42%,50.11%,47.98%,140.0,0.0,297.23991507431,https://www.stadtwerke-sangerhausen.de/files/pdf_vertrieb/strom/veroeffentlichungspflichten/stromkennz_2019.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Schloß Holte-Stukenbrock,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-shs.de/privatkunden/strom/stromkennzeichnung.html,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Schneeberg GmbH,6.40%,18.70%,21.10%,0.80%,52.90%,0.10%,100.00%,40.60%,13.59%,39.70%,44.80%,1.70%,0.21%,86.20%,277.0,0.0002,588.110403397028,https://www.silberstrom.de/fileadmin/user_upload/2018-10-25_Energietr%C3%A4germix_2017-Homepage.pdf,FEHLER Deutschland-Mix,,,,,,,,,,,,,,,,
True,,Stadtwerke Schönebeck GmbH,12.60%,23.60%,10.90%,0.60%,52.30%,0.02%,100.02%,35.10%,26.42%,49.48%,22.85%,1.26%,0.04%,73.58%,250.0,0.0003,524.109014675052,https://www.stadtwerke-schoenebeck.de/fileadmin/user_upload/stadtwerke-schoenebeck.de/Documents/Strom/Strommix2017.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Schwarzenberg GmbH,6.80%,23.90%,15.90%,0.40%,52.90%,0.10%,100.00%,40.20%,14.44%,50.74%,33.76%,0.85%,0.21%,85.35%,286.0,0.0002,607.218683651805,https://www.stadtwerke-schwarzenberg.de/fileadmin/bsdist/stadtwerke/pool/Preisblaetter/Stromkennzeichnung_2017/Stromkennzeichnung_2017.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Schweinfurt GmbH,7.13%,30.39%,5.27%,0.92%,52.94%,3.35%,100.00%,36.58%,15.15%,64.58%,11.20%,1.95%,7.12%,77.73%,711.0,0.0004,1510.83722906927,https://www.stadtwerke-sw.de/energie/privatkunden/strom/stromkennzeichnung/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Schwerte GmbH,7.20%,25.70%,2.00%,0.20%,52.90%,12.00%,100.00%,27.90%,15.29%,54.56%,4.25%,0.42%,25.48%,59.24%,274.0,0.0002,581.740976645435,https://www.stadtwerke-schwerte.de/fileadmin/stadtwerke-schwerte/user_upload/Produkte/Downloads/strommix.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Senftenberg GmbH,9.00%,31.70%,5.90%,0.50%,52.90%,0.00%,100.00%,38.10%,19.11%,67.30%,12.53%,1.06%,0.00%,80.89%,352.0,0.0002,747.346072186837,https://www.stadtwerke-senftenberg.de/de/strom/veroeffentlichungspflichten/enwg.html,,,,,,,,,,,,,,,,,
True,,Stadtwerke Sindelfingen GmbH,6.60%,29.80%,9.10%,1.20%,52.90%,0.40%,100.00%,40.10%,14.01%,63.27%,19.32%,2.55%,0.85%,85.14%,342.0,0.0002,726.1146496815289,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=2ahUKEwjbgcvD1IjfAhUEDywKHT2OCpIQFjAAegQIAhAC&url=https%3A%2F%2Fwww.stadtwerke-sindelfingen.de%2Ffileadmin%2Fstadtwerke-sindelfingen.de%2Fassets%2Fstrom%2Fstromkennzeichnung-stadtwerke-sindelfingen.pdf&usg=AOvVaw0aajdtOMGYZJvmyWbLMteY,,,,,,,,,,,,,,,,,
True,,Stadtwerke St. Ingbert GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.sw-igb.de/strom/stromkennzeichnung.html,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Stadtoldendorf GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-stadtoldendorf.de/stromkennzeichnung.html,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Stadtroda GmbH,1.80%,7.80%,36.80%,0.30%,52.90%,0.40%,100.00%,44.90%,3.82%,16.56%,78.13%,0.64%,0.85%,95.33%,124.0,0.0,263.269639065817,https://www.stadtwerke-stadtroda.de/service/formulare/informationen-und-erlaeuterungen/#images,,,,,,,,,,,,,,,,,
True,,Stadtwerke Steinfurt GmbH,9.40%,24.80%,11.20%,1.60%,52.90%,0.10%,100.00%,37.60%,19.96%,52.65%,23.78%,3.40%,0.21%,79.83%,295.0,0.0003,626.326963906582,https://www.swst.de/produkte/strom/stromkennzeichnung,,,,,,,,,,,,,,,,,
True,,Stadtwerke Sulzbach/Saar GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-sulzbach.de/product/1,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Tirschenreuth,8.00%,21.30%,7.80%,1.10%,52.30%,9.60%,100.10%,30.20%,16.77%,44.65%,16.35%,2.31%,20.13%,63.31%,286.0,0.0002,599.5807127882599,https://www.stadtwerke-tir.de/fileadmin/user_upload/Downloads/strom/Emix.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Uetersen GmbH,0.90%,2.80%,1.00%,0.20%,42.20%,52.90%,100.00%,4.00%,1.56%,4.84%,1.73%,0.35%,91.52%,6.92%,33.0,0.0,57.0934256055363,https://www.stadtwerkeuetersen.de/de/Kopfnavigation/Privatkunden/Privatkunden/2019-Preisblatt-SWUeTornesch-20181213.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Velbert GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-velbert.de/privatkunden-service/downloadcenter/,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Vilshofen GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-vilshofen.de/,nicht vorhanden,,,,,,,,,,,,,,,,
True,,Stadtwerke Vlotho GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-vlotho.de/wp-content/uploads/2018/05/Preisblatt-Vlotho-Strom-01_01_18.pdf,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Voerde GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerke-voerde.de/oekostrom/allgemeine-hinweise/stromkennzeichnung/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Völklingen Vertrieb GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.my-stadtwerk.de/,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Wadern GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.swwadern.de/,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Waldkirchen,9.59%,25.36%,12.56%,1.26%,52.94%,-1.71%,100.00%,39.18%,20.37%,53.90%,26.69%,2.68%,-3.64%,83.27%,299.0,0.0003,635.3807184264659,https://stadtwerke-waldkirchen.de/wp-content/uploads/2018/10/Stromkennzeichnung-2017.pdf,FEHLER negativer Ökostrombetrag?,,,,,,,,,,,,,,,,
True,,Stadtwerke Waldmünchen,17.60%,21.50%,5.80%,0.90%,52.90%,1.20%,99.90%,28.20%,37.37%,45.65%,12.31%,1.91%,2.55%,59.87%,237.0,0.0005,503.184713375796,https://stadtwerke-waldmuenchen.de/Stromkennzeichung_WUM_2017.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Walldürn GmbH,6.80%,31.10%,7.80%,1.30%,52.90%,0.10%,100.00%,40.20%,14.44%,66.03%,16.56%,2.76%,0.21%,85.35%,338.0,0.0002,717.6220806794059,https://www.sw-wallduern.de/produkte/strom/strommix,,,,,,,,,,,,,,,,,
True,,Stadtwerke Waltrop GmbH & Co. KG,4.60%,14.80%,4.20%,2.60%,52.90%,20.90%,100.00%,21.60%,9.77%,31.42%,8.92%,5.52%,44.37%,45.86%,154.0,0.0001,326.963906581741,https://www.stadtwerke-waltrop.de/fileadmin/dokumente/SWW_Energietraegermix_2017.png,,,,,,,,,,,,,,,,,
True,,Stadtwerke Waren GmbH,14.00%,17.20%,15.00%,0.70%,52.90%,0.20%,100.00%,32.90%,29.72%,36.52%,31.85%,1.49%,0.42%,69.85%,247.0,0.0004,524.416135881104,"https://www.stadtwerke-waren.de/01,03,00.html",,,,,,,,,,,,,,,,,
True,,Stadtwerke Weinstadt,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-weinstadt.de/willkommen,nicht vorhanden,,,,,,,,,,,,,,,,
True,,Stadtwerke Weißwasser GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-weisswasser.de/privatkunden/produkte/strom/,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Werl GmbH,5.90%,23.10%,12.10%,1.10%,52.90%,4.80%,99.90%,36.30%,12.53%,49.04%,25.69%,2.34%,10.19%,77.07%,278.0,0.0002,590.233545647558,https://www.stadtwerke-werl.de/_Resources/Persistent/3b8a35c01578f96c2e2a764b145c0b9bb3644661/Stromkennzeichen%202017.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Windsbach,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-windsbach.de/index.php?id=334,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Wissen GmbH,0.00%,0.00%,0.00%,0.00%,47.06%,52.94%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,http://www.siegtalstrom.de/stromkennzeichnung/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Wittenberge GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-wittenberge.de/files/stadtwerke/media/pdf/wir-strom/wir-strom-flex/Stromkennzeichnung%202016%20f%C3%BCr%202017.pdf,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Witten GmbH,3.60%,12.40%,4.80%,0.60%,44.40%,34.20%,100.00%,17.80%,6.47%,22.30%,8.63%,1.08%,61.51%,32.01%,145.0,0.0001,260.791366906475,https://www.stadtwerke-witten.de/produkte/strom/strommix,,,,,,,,,,,,,,,,,
True,,Stadtwerke Wolmirstedt GmbH,2.60%,7.10%,36.90%,0.40%,52.90%,0.00%,99.90%,44.40%,5.52%,15.07%,78.34%,0.85%,0.00%,94.27%,221.0,0.0001,469.214437367304,https://stadtwerke-wolmirstedt.de/sites/default/files/energiemix_2017_homepage.pdf,FEHLER Deutschland-Mix,,,,,,,,,,,,,,,,
True,,Stadtwerke Wunstorf GmbH & Co. KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.stadtwerke-wunstorf.de/,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerk Rheda-Wiedenbrück GmbH & Co. KG,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerk-rw.de/oekostrom/,,,,,,,,,,,,,,,,,
True,,Stadtwerk Verl GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://sw-verl.de/energiemix/,nicht aktuell,,,,,,,,,,,,,,,,
True,,Steingass Mineralöle GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.heizoel-steingass.de/site.php?PARENT=5a169458921a5,nicht aktuell ,,,,,,,,,,,,,,,,
True,,Stern Strom GmbH,6.40%,30.50%,7.10%,1.20%,52.90%,1.80%,99.90%,38.80%,13.59%,64.76%,15.07%,2.55%,3.82%,82.38%,344.0,0.0002,730.36093418259,https://www.sternstrom.de/global/pdf/sternstrom/Strommix-2017-Stern-Strom-GmbH.pdf,,,,,,,,,,,,,,,,,
True,,STIEBEL ELTRON UmweltStromPlus - in Kooperation mit der Digital Energy Solutions GmbH & Co. KG,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.umweltstrom.plus/,,,,,,,,,,,,,,,,,
True,,strasserauf - eine Marke der Energieversorgung Oberhausen AG,7.70%,27.50%,8.10%,0.60%,52.90%,3.20%,100.00%,36.20%,16.35%,58.39%,17.20%,1.27%,6.79%,76.86%,319.0,0.0002,677.282377919321,https://www.strasserauf.de/produkte/strom.html,,,,,,,,,,,,,,,,,
True,,STROGON GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://strogon.de/,nicht vorhanden,,,,,,,,,,,,,,,,
True,,Strom.Manufaktur - eine Marke der DREWAG - Stadtwerke Dresden GmbH,4.80%,16.10%,26.00%,0.80%,45.50%,6.80%,100.00%,42.90%,8.81%,29.54%,47.71%,1.47%,12.48%,78.72%,293.0,0.0001,537.6146788990831,https://www.strommanufaktur.net/unser-produkt/oekostrom.html,,,,,,,,,,,,,,,,,
True,,Strom Germering GmbH,17.80%,22.30%,5.80%,1.00%,53.00%,0.10%,100.00%,29.10%,37.87%,47.45%,12.34%,2.13%,0.21%,61.91%,245.0,0.0005,521.276595744681,https://strom-germering.de/strom-fuer-germering/strom-mix/,,,,,,,,,,,,,,,,,
True,,Strom- und Gasversorgung Versmold GmbH,3.60%,13.30%,3.90%,0.60%,52.90%,25.60%,99.90%,17.80%,7.64%,28.24%,8.28%,1.27%,54.35%,37.79%,145.0,0.0001,307.855626326964,https://www.stadtwerke-versmold.de/fileadmin/user_upload/swv/service/veroeffentlichungen/Stromkennzeichnung_SWV.pdf,,,,,,,,,,,,,,,,,
True,,Stromversorgung Angermünde GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.sw-angermuende.de/stromkennzeichnung.html,FEHLER mit EEG,,,,,,,,,,,,,,,,
True,,Stromversorgung Markt Egloffstein,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.egloffstein.de/seite/de/markt/664/-/Vertrieb.html,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stromversorgung Unterwössen Döllerer & Greimel GmbH,8.70%,26.60%,10.00%,1.60%,52.90%,1.90%,101.70%,38.20%,18.47%,56.48%,21.23%,3.40%,4.03%,81.10%,312.0,0.0002,662.420382165605,https://static.ew-unterwoessen.de/files/vertrieb/2017/Stromkennzeichnung_2017.pdf,FEHLER Überschuss,,,,,,,,,,,,,,,,
True,,StWL Städtische Werke Lauf a.d. Pegnitz GmbH,9.28%,23.65%,8.89%,1.40%,52.94%,3.84%,100.00%,33.94%,19.72%,50.25%,18.89%,2.97%,8.16%,72.12%,280.0,0.0003,594.985125371866,http://www.stwl.lauf.de/laufGips/StWL/stwl.lauf.de/Strom/Service/gesetzliche-Veroeffentlichungen/gesetzliche-Veroeffentlichungen/StWL-Berechnungstool-Strommix-2017.pdf#search=stromkennzeichnung,,,,,,,,,,,,,,,,,
True,,SÜC Energie und H2O GmbH,9.90%,19.20%,9.10%,1.00%,52.90%,7.90%,100.00%,29.30%,21.02%,40.76%,19.32%,2.12%,16.77%,62.21%,227.0,0.0003,481.953290870488,https://www.suec.de/coburgGips/SUEC/suec.de/Service/Haeufige-Fragen/Haeufige-Fragen/Stromkennzeichen-11-2018.pdf#search=stromkennzeichnung%20-%20stand:%20nov.%202018,,,,,,,,,,,,,,,,,
True,,SUEnergie GmbH & Co. KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.suenergie.com/main/home.html,nicht vorhanden,,,,,,,,,,,,,,,,
True,,SWB Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH,1.10%,3.40%,19.60%,3.70%,49.60%,22.60%,100.00%,26.70%,2.18%,6.75%,38.89%,7.34%,44.84%,52.98%,109.0,0.0,216.269841269841,https://www.stadtwerke-bonn.de/fileadmin/strom/stromkennzeichnung/Stromkennzeichnung.pdf,,,,,,,,,,,,,,,,,
True,,swb Vertrieb Bremen GmbH,6.00%,22.30%,6.60%,1.10%,52.00%,11.90%,99.90%,30.00%,12.50%,46.46%,13.75%,2.29%,24.79%,62.50%,244.0,0.0002,508.333333333333,https://www.swb.de/-/media/files/strom/stromkennzeichnung-hb.pdf,,,,,,,,,,,,,,,,,
True,,swb Vertrieb Bremerhaven GmbH & Co. KG,7.10%,26.50%,7.90%,1.30%,52.70%,4.60%,100.10%,35.70%,15.01%,56.03%,16.70%,2.75%,9.73%,75.48%,291.0,0.0002,615.221987315011,https://www.swb.de/-/media/files/strom/stromkennzeichnung-bhv.pdf,,,,,,,,,,,,,,,,,
True,,SWE Energie GmbH,2.70%,8.80%,33.90%,1.30%,49.40%,3.90%,100.00%,44.00%,5.34%,17.39%,67.00%,2.57%,7.71%,86.96%,175.0,0.0001,345.849802371541,https://www.stadtwerke-erfurt.de/pb/swe/produkte+_+leistungen/energie+_+wasser/stromkennzeichnung,,,,,,,,,,,,,,,,,
