,Firmenname,Stromkennzeichnung Atom,Kohle,Erdgas,sonst. Fossil,EEG Strom,Erneuerbare Energien,Check,Kohle und sonst. Fossile Energieträger,Stromeinkauf (ohne EEG) Atom,Kohle2,Erdgas2,sonst. Fossil 2,Erneuerbare Energien 2,Kohle und sonst. Fossile Energieträger 2,CO2 Emmision (g/KWh),Atommüll (g/kWh),Tatsächlicher CO2-Ausstoß (Stromeinkauf) ohne EEG,Link,Anmerkungen,Lichtblick Liste,Adresse,PLZ,Stadt,URL,Kontakt     (nur relevante Anbieter),RoWo-Kriterien,A,B,C,D,R,X,Eigene Kraftwerke/Anteile an Kraftwerken,Zertifizierung? (ein oder mehrer Tarife),Stromkennzeichung fehlt,Bemerkung,RoWo Liste
714,Stadtwerke Germersheim GmbH,1.50%,5.20%,1.50%,0.20%,52.90%,38.60%,99.90%,6.90%,3.18%,11.04%,3.18%,0.42%,81.95%,14.65%,58.0,0.0,123.142250530786,https://www.stw-ger.de/de/Strom/Germersheim-Sondernheim/Stromkennzeichnung/,,True,Gaswerkstraße 3,76726,Germersheim,https://www.stw-ger.de/,,A,x,,,,x,,,,,,True
715,Stadtwerke Gescher GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-gescher.de/produkte/strom/stromkennzeichnung/,FEHLER nicht lesbar,True,Inselstr. 5,48712,Gescher,https://www.stadtwerke-gescher.de/,,R?,,,,,,,,,,,True
716,Stadtwerke Gießen AG,6.37%,28.48%,7.65%,0.58%,49.24%,7.68%,100.00%,36.71%,12.55%,56.11%,15.07%,1.14%,15.13%,72.32%,320.0,0.0002,630.417651694247,https://www.swg-energie.de/fileadmin/user_upload/PDF/02_Energie/01_Privatkunden/01_Strom/Stromkennzeichen_2017_TK.pdf,,True,Lahnstraße 31,35398,Gießen,https://www.swg-konzern.de/,,A,x,,,,x,,,,,,True
717,Stadtwerke Gifhorn GmbH,0.00%,10.20%,31.60%,3.30%,52.90%,2.00%,100.00%,45.10%,0.00%,21.66%,67.09%,7.01%,4.25%,95.75%,325.0,0.0,690.021231422505,https://www.stadtwerke-gifhorn.de/privatkunden/strom/stromkennzeichnung/index.htm,,True,Torstraße 7,38518,Gifhorn,https://www.stadtwerke-gifhorn.de/,,A,x,,,,x,,,,,,True
718,Stadtwerke Glauchau Dienstleistungsgesellschaft mbH,9.20%,28.30%,8.30%,1.30%,52.90%,0.00%,100.00%,37.90%,19.53%,60.08%,17.62%,2.76%,0.00%,80.47%,320.0,0.0002,679.405520169852,https://www.stadtwerke-glauchau.de/pdf/stromkennzeichnung-2018-referenzjahr-2017.pdf?mod=1540886137,,True,,,,,,,,,,,,,,,,,
719,Stadtwerke Glückstadt GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-glueckstadt.de/oekostrom/oekostrom/,nicht aktuell,True,Bahnhofstrasse 2,25348,Glückstadt,https://www.stadtwerke-glueckstadt.de/,,A,x,,,,x,,,,,,True
720,Stadtwerke GmbH Bad Kreuznach,9.60%,33.00%,6.70%,0.80%,49.70%,0.20%,100.00%,40.50%,19.09%,65.61%,13.32%,1.59%,0.40%,80.52%,365.0,0.0003,725.646123260437,https://www.kreuznacherstadtwerke.de/strom/stromkennzeichnung/,,True,,,,,,,,,,,,,,,,,
721,Stadtwerke Goch GmbH,1.70%,6.00%,5.10%,0.10%,52.60%,34.50%,100.00%,11.20%,3.59%,12.66%,10.76%,0.21%,72.78%,23.63%,104.0,0.0001,219.40928270042198,https://www.stadtwerke-goch.de/fileadmin/redakteur/Gesch%C3%A4ftskunden/Stromkennzeichnung_2017.pdf,,True,Postfach 100553,47574,Goch,https://www.stadtwerke-goch.de/stadtwerke-goch/,,A,,,,,,,,,x,,True
722,Stadtwerke Görlitz AG,0.00%,0.00%,0.00%,0.00%,45.20%,54.80%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerke-goerlitz.de/privatkunden/produkte/strom/,FEHLER Deutschland-Mix,True,Demianiplatz 23,02826,Görlitz,https://www.stadtwerke-goerlitz.de/privatkunden/,,A,x,,,,x,,,,,,True
723,Stadtwerke Gotha GmbH,7.80%,27.70%,9.80%,1.10%,52.90%,0.60%,99.90%,38.60%,16.56%,58.81%,20.81%,2.34%,1.27%,81.95%,321.0,0.0002,681.528662420382,https://www.stadtwerke-gotha.de/strom/energiemix/,,True,,,,,,,,,,,,,,,,,
724,Stadtwerke Göttingen AG,3.80%,13.30%,4.60%,0.60%,52.50%,25.20%,100.00%,18.50%,8.00%,28.00%,9.68%,1.26%,53.05%,38.95%,151.0,0.0001,317.894736842105,https://www.stadtwerke-goettingen.de/produkte/goestrom/strom-mix/,,True,,,,,,,,,,,,,,,,,
725,Stadtwerke Greven GmbH,8.00%,26.00%,7.00%,1.00%,53.00%,5.00%,100.00%,34.00%,17.02%,55.32%,14.89%,2.13%,10.64%,72.34%,297.0,0.0002,631.914893617021,https://www.stadtwerke-greven.de/de/Strom/Stromtarife/Stromtarife/Stromkennzeichnung,,True,Saerbecker Str. 77-78,48268,Greven,https://www.stadtwerke-greven.de/,,A,x,,,,x,,,,,,True
726,Stadtwerke Grevesmühlen GmbH,6.20%,20.10%,16.60%,0.60%,52.90%,3.60%,100.00%,37.30%,13.16%,42.68%,35.24%,1.27%,7.64%,79.19%,255.0,0.0002,541.4012738853501,https://www.stadtwerke-gvm.de/de/produkte-leistungen/strom.html,,True,Grüner Weg 26,23936,Grevesmühlen,https://www.stadtwerke-gvm.de/de/start.html,,A,x,,,,x,,,,,,True
727,Stadtwerke Grimma GmbH,11.00%,34.00%,9.90%,1.60%,0.00%,43.50%,100.00%,45.50%,11.00%,34.00%,9.90%,1.60%,43.50%,45.50%,384.0,0.0003,384.0,https://www.stadtwerke-grimma.de/wp-content/uploads/2018/10/Energietr%C3%A4germix.pdf,FEHLER mit EEG,True,Lange Straße 17,04668,Grimma,https://www.stadtwerke-grimma.de/,,A,x,,,,x,,,,,,True
728,Stadtwerke Gronau GmbH,5.70%,19.20%,7.30%,0.90%,51.70%,15.20%,100.00%,27.40%,11.80%,39.75%,15.11%,1.86%,31.47%,56.73%,210.0,0.0002,434.782608695652,https://www.stadtwerke-gronau.de/unsere-angebote/strom/stromkennzeichnung/,,True,Laubstiege 19,48599,Gronau,https://www.stadtwerke-gronau.de/startseite/,,A,x,,,,x,,,,,,True
729,Stadtwerke Großalmerode GmbH & Co. KG - Eine Marke der Städtische Werke AG Kassel,1.40%,16.30%,1.50%,0.40%,50.10%,30.30%,100.00%,18.20%,2.81%,32.67%,3.01%,0.80%,60.72%,36.47%,177.0,0.0,354.709418837675,https://www.stadtwerke-grossalmerode.de/produkte/strom/,,True,,,,,,,,,,,,,,,,,
730,Stadtwerke Groß-Gerau Versorgungs GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.ggv-energie.de/cms/strom/stadt/tarife/tarifinformationen/strommix.php,FEHLER Deutschland-Mix,True,Darmstädter Strasse 53,64521,Groß-Gerau,http://ggv-energie.de/,,A,x,,,,x,,,,,,True
731,Stadtwerke Grünstadt GmbH,8.20%,27.30%,8.50%,1.20%,52.90%,1.90%,100.00%,37.00%,17.41%,57.96%,18.05%,2.55%,4.03%,78.56%,312.0,0.0002,662.420382165605,https://www.swen-gruenstadt.de/swen/service/downloads/?navid=961883961883#anchor_f22b180f_Accordion-Strom,,True,Max-Planck-Str. 12,67269,Grünstadt,https://www.swen-gruenstadt.de/,,A,x,,,,x,,,,,,True
732,Stadtwerke Gunzenhausen GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.swg-gun.de/index.php/swg/Strom/Stromkennzeichnung,nicht aktuell,True,Nürnbergerstr. 19-21,91710,Gunzenhausen,https://www.swg-gun.de/,,A,x,,,,x,,,,,,True
733,Stadtwerke Güstrow GmbH,7.50%,20.70%,17.70%,1.10%,52.90%,0.10%,100.00%,39.50%,15.92%,43.95%,37.58%,2.34%,0.21%,83.86%,213.0,0.0002,452.229299363057,https://www.stadtwerke-guestrow.de/unsere-produkte/strom/ueber-stromissimorstrom/#c295,,True,,,,,,,,,,,,,,,,,
734,Stadtwerke Gütersloh GmbH,11.80%,24.50%,6.40%,0.70%,50.80%,5.90%,100.10%,31.60%,23.98%,49.80%,13.01%,1.42%,11.99%,64.23%,272.0,0.0003,552.845528455285,https://www.stadtwerke-gt.de/privatkunden/strom/grund-und-ersatzversorgung/,,True,Berliner Str. 260,33330,Gütersloh,https://www.stadtwerke-gt.de/,,A,x,,,,x,,,,,,True
735,Stadtwerke Haan GmbH,9.30%,33.10%,2.60%,0.30%,52.90%,1.80%,100.00%,36.00%,19.75%,70.28%,5.52%,0.64%,3.82%,76.43%,354.0,0.0003,751.5923566878979,https://stadtwerke-haan.de/,,True,Leichlinger Straße 2,42781,Haan,https://stadtwerke-haan.de/home.html,,A,x,,,,x,,,,,,True
736,Stadtwerke Hagenow GmbH,13.90%,17.00%,4.40%,0.70%,52.90%,11.10%,100.00%,22.10%,29.51%,36.09%,9.34%,1.49%,23.57%,46.92%,155.0,0.0002,329.087048832272,http://www.stadtwerke-hagenow.de/wp-content/uploads/Stromkennzeichnung-2017.pdf,,True,Bahnhofstraße 87,19230,Hagenow,https://www.stadtwerke-hagenow.de/,,A,x,,,,x,,,,,,True
737,Stadtwerke Haiger,2.20%,7.60%,1.80%,0.20%,52.90%,35.30%,100.00%,9.60%,4.67%,16.14%,3.82%,0.42%,74.95%,20.38%,85.0,0.0001,180.467091295117,http://www.stadtwerkehaiger.de/de/Energie-Wasser/Strom/Stromkennzeichnung.html,,True,Hüttenstraße 18,35708,Haiger,https://www.stadtwerkehaiger.de/,,A,x,,,,x,,,,,,True
738,Stadtwerke Haldensleben GmbH,15.20%,18.70%,12.30%,0.80%,52.90%,0.10%,100.00%,31.80%,32.27%,39.70%,26.11%,1.70%,0.21%,67.52%,220.0,0.0004,467.091295116773,https://www.swhdl.de/cdn/stadtwerke-haldensleben/strom/strommix_2017.pdf,,True,,,,,,,,,,,,,,,,,
739,Stadtwerke Haltern am See GmbH,9.10%,24.20%,10.90%,1.50%,52.90%,1.40%,100.00%,36.60%,19.32%,51.38%,23.14%,3.18%,2.97%,77.71%,287.0,0.0002,609.341825902335,https://www.stadtwerke-haltern.de/fileadmin/user_upload/Vertrieb/2018/Mix2017.jpg,,True,,,,,,,,,,,,,,,,,
740,Stadtwerke Hamm GmbH,7.31%,19.39%,9.11%,3.93%,52.76%,7.51%,100.01%,32.43%,15.47%,41.05%,19.28%,8.32%,15.90%,68.65%,231.0,0.0002,488.992379339543,https://www.stadtwerke-hamm.de/privatkunden/energie/strom/strominfos/stromkennzeichnung/,,True,Südring 1 - 3,59065,Hamm,https://www.stadtwerke-hamm.de/privatkunden/startseite/,,A,x,,,,x,,,,,,True
741,Stadtwerke Hammelburg GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerke-hammelburg.de/eigene_dateien/aktuell/2018-aktuellers/20181029_stromkennzeichnung_2017.pdf,,True,Rote-Kreuz-Str. 44,97762,Hammelburg,https://www.stadtwerke-hammelburg.de/leistungen-stadtwerke-hammelburg/habnet-dsl.html,,R?,,,?,,,,,,,,True
742,Stadtwerke Hanau GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://stadtwerke-hanau.de/produkte/strom/uebersicht-strom,,True,,,,,,,,,,,,,,,,,
743,Stadtwerke Harsewinkel GmbH,2.30%,8.50%,2.50%,0.40%,52.90%,33.40%,100.00%,11.40%,4.88%,18.05%,5.31%,0.85%,70.91%,24.20%,93.0,0.0001,197.45222929936298,https://www.stadtwerke-harsewinkel.de/privatkunden/strom/stromherkunft/,,True,Münsterstraße 8,33428,Harsewinkel,https://www.stadtwerke-harsewinkel.de/,,A,x,,,,x,,,,,,True
744,Stadtwerke Haslach,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-haslach.de/index.php/strom/unterlagen,nicht aktuell,True,Alte Hausacher Str. 1,77716,Haslach,https://stadtwerke-haslach.de/,,A,,,,,,,,,,,True
745,Stadtwerke Hattingen GmbH,7.80%,20.70%,9.30%,1.30%,52.90%,7.90%,99.90%,31.30%,16.56%,43.95%,19.75%,2.76%,16.77%,66.45%,246.0,0.0002,522.2929936305729,https://www.stadtwerke-hattingen.de/de/Privat-Gewerbekunden/Strom/Energietraegermix/,,True,Weg zum Wasserwerk 23,45525,Hattingen,https://www.stadtwerke-hattingen.de/,,A,x,,,,x,,,,,,True
746,Stadtwerke Havelberg GmbH,8.00%,17.00%,6.00%,4.00%,65.00%,0.00%,100.00%,27.00%,22.86%,48.57%,17.14%,11.43%,0.00%,77.14%,143.0,0.0002,408.571428571429,https://www.stadtwerke-havelberg.de/produkte/strom/strom-uebersicht.html,FEHLER mit EEG,True,,,,,,,,,,,,,,,,,
747,Stadtwerke Hechingen,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-hechingen.de/privatkunden/angebot/strom/unser-strom/,nicht aktuell,True,,,,,,,,,,,,,,,,,
748,Stadtwerke Heide GmbH,16.00%,19.00%,8.00%,1.00%,53.00%,3.00%,100.00%,28.00%,34.04%,40.43%,17.02%,2.13%,6.38%,59.57%,218.0,0.0004,463.82978723404295,https://www.stadtwerke-heide.de/kennzeichnung.html,,True,Hinrich-Schmidt-Str. 16,25746,Heide,https://www.stadtwerke-heide.de/index.php/startseite.html,,A,x,,,,x,,,,,,True
749,Stadtwerke Heidelberg Energie GmbH,5.90%,16.00%,5.10%,0.70%,51.60%,20.70%,100.00%,21.80%,12.19%,33.06%,10.54%,1.45%,42.77%,45.04%,143.0,0.0002,295.454545454545,https://www.swhd.de/de/Energie-und-Wasser/Strom/Rechte-Seite/Stromkennzeichnung.jpg,,True,Kurfürsten-Anlage 50,69115,Heidelberg,https://www.swhd.de/,,A,x,,,,x,,,,,,True
750,Stadtwerke Heidenheim AG,6.10%,31.30%,8.50%,1.10%,48.90%,4.10%,100.00%,40.90%,11.94%,61.25%,16.63%,2.15%,8.02%,80.04%,357.0,0.0002,698.630136986302,https://www.stadtwerke-heidenheim.de/info-service/gesetze-verordnungen.html,,True,Meeboldstraße 1,89522,Heidenheim,https://www.stadtwerke-heidenheim.de/,,A,x,,,,x,,,,,,True
751,Stadtwerke Heilbad Heiligenstadt GmbH,5.40%,23.50%,16.00%,0.80%,52.90%,1.30%,99.90%,40.30%,11.46%,49.89%,33.97%,1.70%,2.76%,85.56%,284.0,0.0001,602.9723991507431,https://www.stadtwerke-heiligenstadt.de/index.php?id=147,,True,,,,,,,,,,,,,,,,,
752,Stadtwerke Heiligenhafen,0.00%,0.00%,0.00%,0.00%,53.00%,47.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerke-heiligenhafen.com/stromkennzeichnung/,,True,,,,,,,,,,,,,,,,,
753,Stadtwerke Heilsbronn,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.heilsbronn-stadtwerke.de/strom/allgemeines/,nicht aktuell,True,Kammereckerplatz 1,91560,Heilsbronn,https://www.heilsbronn-stadtwerke.de/,,A,x,,,,x,,,,,,True
754,Stadtwerke Hemau,9.90%,26.30%,9.40%,1.30%,52.90%,0.10%,99.90%,37.00%,21.02%,55.84%,19.96%,2.76%,0.21%,78.56%,299.0,0.0003,634.819532908705,https://www.stadtwerke-hemau.de/cms/pages/strom/stromvertrieb/sonstige-veroeffentlichungen.php,,True,,,,,,,,,,,,,,,,,
755,Stadtwerke Herborn GmbH,3.20%,11.20%,2.60%,0.30%,47.60%,35.10%,100.00%,14.10%,6.11%,21.37%,4.96%,0.57%,66.98%,26.91%,125.0,0.0001,238.549618320611,https://www.stadtwerke-herborn.de/privatkunden/strom/tarife-preise-ab-01012019/herborn-stadtteile.html#collapse2004-5,,True,Walkmühlenweg 12,35745,Herborn,https://www.stadtwerke-herborn.de/,,A,x,,,,x,,,,,,True
756,Stadtwerke Herford GmbH,0.00%,0.00%,1.76%,0.00%,52.04%,46.20%,100.00%,1.76%,0.00%,0.00%,3.67%,0.00%,96.33%,3.67%,0.0,0.0,0.0,https://www.stadtwerke-herford.de/?page=produkte_strom,,True,Werrestr. 103,32049,Herford,https://www.stadtwerke-herford.de/,,A,x,,,,x,,,,,,True
757,Stadtwerke Herne AG,5.60%,19.40%,7.60%,0.90%,49.20%,17.30%,100.00%,27.90%,11.02%,38.19%,14.96%,1.77%,34.06%,54.92%,137.0,0.0002,269.685039370079,https://www.stadtwerke-herne.de/privatkunden/produkte/strom/copy_of_strominfos,,True,Grenzweg 18,44623,Herne,https://www.stadtwerke-herne.de/privatkunden,,A,x,,,,x,,,,,,True
758,Stadtwerke Herrenberg,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://stadtwerke.herrenberg.de/gaeugas-gaeustrom/gaeustrom/tarife/privatkunden/gaeustrom-eco,,True,,,,,,,,,,,,,,,,,
759,Stadtwerke Hettstedt GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://stadtwerke-hettstedt.de/strom.html,nicht aktuell,True,,,,,,,,,,,,,,,,,
760,Stadtwerke Hilden GmbH,3.00%,14.20%,3.90%,0.60%,52.90%,25.40%,100.00%,18.70%,6.37%,30.15%,8.28%,1.27%,53.93%,39.70%,150.0,0.0001,318.471337579618,https://stadtwerke-hilden.de/privatkunden/hildenstrom/produkte-und-preise.html,,True,Am Feuerwehrhaus 1,40724,Hilden,https://stadtwerke-hilden.de/,,A,,,,,,,,,,,True
761,Stadtwerke Hockenheim,14.80%,18.60%,3.90%,1.70%,52.90%,8.10%,100.00%,24.20%,31.42%,39.49%,8.28%,3.61%,17.20%,51.38%,199.0,0.0004,422.505307855626,http://www.stadtwerke-hockenheim.de/hockenheimGips/Gips?SessionMandant=Hockenheim&Anwendung=CMSWebpage&Methode=ShowHTMLAusgabe&RessourceID=6495,,True,Obere Hauptstr. 8,68766,Hockenheim,http://www.stadtwerke-hockenheim.de/,,A,x,,,,x,,,,,,True
762,Stadtwerke Hollfeld,18.10%,22.20%,5.70%,0.90%,52.90%,0.10%,99.90%,28.80%,38.43%,47.13%,12.10%,1.91%,0.21%,61.15%,253.0,0.0005,537.154989384289,https://www.stadtwerke-hollfeld.de/index.php/preise-und-tarife,,True,,,,,,,,,,,,,,,,,
763,Stadtwerke Holzminden GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-holzminden.de/stadtwerke_holzminden/leistungen/strom/preisbestandteile.htm,FEHLER fehlerhafte Kennzeichnung,True,Rehwiese 28,37603,Holzminden,https://www.stadtwerke-holzminden.de/,,?,,,,,,,,,x,,True
764,Stadtwerke Homburg GmbH,10.70%,34.80%,9.40%,1.30%,39.10%,4.70%,100.00%,45.50%,17.57%,57.14%,15.44%,2.13%,7.72%,74.71%,357.0,0.0003,586.206896551724,https://www.stadtwerke-homburg.de/energie/strom/unser-strom-mix.html,,True,Lessingstr. 3,66424,Homburg,https://www.stadtwerke-homburg.de/startseite.html,,A,x,,,,x,,,,,,True
765,Stadtwerke Horb am Neckar,4.53%,21.74%,5.08%,0.82%,52.90%,14.93%,100.00%,27.64%,9.62%,46.16%,10.79%,1.74%,31.70%,58.68%,245.0,0.0001,520.169851380043,https://www.horb.de/Energie,,True,,,,,,,,,,,,,,,,,
766,Stadtwerke Hünfeld GmbH,8.20%,30.40%,6.80%,1.30%,52.90%,0.40%,100.00%,38.50%,17.41%,64.54%,14.44%,2.76%,0.85%,81.74%,328.0,0.0002,696.390658174098,http://www.stadtwerke-huenfeld.de/strom/strommkennzeichnung/index.html,,True,Lindenstraße 8,36088,Hünfeld,https://www.stadtwerke-huenfeld.de/,,A,x,,,,x,,,,,,True
767,Stadtwerke Husum GmbH,7.00%,22.00%,8.00%,1.00%,44.00%,18.00%,100.00%,31.00%,12.50%,39.29%,14.29%,1.79%,32.14%,55.36%,255.0,0.0002,455.357142857143,https://www.stadtwerke-husum.de/strom/#stromkennzeichnung,,True,Am Binnenhafen 1,25813,Husum,https://www.stadtwerke-husum.de/,,A,x,,,,x,,,,,,True
768,Stadtwerke Ilmenau GmbH,8.80%,26.90%,10.10%,1.60%,50.90%,1.70%,100.00%,38.60%,17.92%,54.79%,20.57%,3.26%,3.46%,78.62%,315.0,0.0002,641.547861507128,https://www.stadtwerke-ilmenau.de/service-formular/veroeffentlichungen.html,,True,,,,,,,,,,,,,,,,,
769,Stadtwerke Ingolstadt Energie GmbH,7.00%,19.90%,7.80%,6.10%,52.90%,6.30%,100.00%,33.80%,14.86%,42.25%,16.56%,12.95%,13.38%,71.76%,237.0,0.0002,503.184713375796,https://blog.sw-i.de/blogdetail/news/strommix-das-steckt-in-ihrem-strom/?tx_news_pi1%5Baction%5D=detail&tx_news_pi1%5Bcontroller%5D=News&cHash=baaaaab8229404cee0a5e477c2368ac3,,True,,,,,,,,,,,,,,,,,
770,Stadtwerke Iserlohn GmbH,6.40%,22.80%,2.40%,3.30%,48.20%,16.90%,100.00%,28.50%,12.36%,44.02%,4.63%,6.37%,32.63%,55.02%,245.0,0.0002,472.972972972973,https://www.heimatversorger.de/de/Privatkunden/Energie-Wasser/SauerlandStrom/Stromkennzeichnung/,,True,Stefanstr. 4-8,58638,Iserlohn,https://www.heimatversorger.de/de/Netz/,,A,x,,,,x,,,,,,True
771,Stadtwerke Itzehoe GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-itzehoe.de/strom/oekostrom/,nicht aktuell,True,Gasstraße 18,25524,Itzehoe,https://www.stadtwerke-itzehoe.de/,,A,,,,,,,,,,,True
772,Stadtwerke Jülich GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-juelich.de/privatkunden/swj-stabilstrom-2020/,nicht aktuell,True,An der Vogelstange 2a,52428,Jülich,https://www.stadtwerke-juelich.de/,,A,x,,,,x,,,,,,True
773,Stadtwerke Kaarst GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerke-kaarst.de/strom/allgemeine-hinweise/stromkennzeichnung/,,True,Rathaus Stadt Kaarst,41564,Kaarst,http://www.stadtwerke-kaarst.de/,,R?,,,?,,,,,,,,True
774,Stadtwerke Kalkar GmbH & Co. KG,0.70%,2.50%,1.00%,0.10%,52.90%,42.70%,99.90%,3.60%,1.49%,5.31%,2.12%,0.21%,90.66%,7.64%,30.0,0.0,63.694267515923606,https://www.stadtwerke-kalkar.de/strom/allgemeine-hinweise/stromkennzeichnung/,,True,,,,,,,,,,,,,,,,,
775,Stadtwerke Kaltenkirchen GmbH,36.35%,44.94%,14.72%,1.90%,0.00%,1.79%,99.70%,61.56%,36.35%,44.94%,14.72%,1.90%,1.79%,61.56%,518.0,0.001,518.24,http://www.stadtwerke-kaltenkirchen.de/relaunch/Home/23a21f8acd99/82.html,FEHLER mit EEG,True,Kamper Weg 38,24568,Kaltenkirchen,https://www.stadtwerke-kaltenkirchen.de/relaunch/index.php,,A,x,,,,x,,,,x,,True
776,Stadtwerke Kamp-Lintfort GmbH,8.20%,31.90%,3.50%,0.20%,52.90%,3.30%,100.00%,35.60%,17.41%,67.73%,7.43%,0.42%,7.01%,75.58%,344.0,0.0002,730.36093418259,https://www.swkl.de/stromkennzeichnung,,True,Wilhelmstraße 1a,47475,Kamp-Lintfort,https://www.swkl.de/,,A,x,,,,x,,,,,,True
777,Stadtwerke Karlsruhe GmbH,8.60%,28.80%,8.10%,1.30%,52.90%,0.30%,100.00%,38.20%,18.26%,61.15%,17.20%,2.76%,0.64%,81.10%,327.0,0.0002,694.2675159235671,https://www.stadtwerke-karlsruhe.de/swk/privatkunden/strom/energietraegermix.php,,True,Daxlander Straße 72,76185,Karlsruhe,https://www.stadtwerke-karlsruhe.de/,,A,x,,,,x,,,,,,True
778,Stadtwerke Kelheim GmbH & Co. KG,7.30%,22.40%,8.40%,1.30%,52.90%,7.70%,100.00%,32.10%,15.50%,47.56%,17.83%,2.76%,16.35%,68.15%,262.0,0.0002,556.263269639066,https://www.stadtwerke-kelheim.de/images/Dokumente/Stromkennzeichnung-2017%20aufbereitet%20Grafik.jpg,,True,Hallstattstr. 15,93309,Kelheim,https://www.stadtwerke-kelheim.de/,,A,x,,,,x,,,,,,True
779,Stadtwerke Kempen GmbH,7.20%,25.80%,13.40%,0.60%,52.90%,0.10%,100.00%,39.80%,15.29%,54.78%,28.45%,1.27%,0.21%,84.50%,299.0,0.0002,634.819532908705,https://www.stadtwerke-kempen.de/de/Strom/Stromkennzeichnung/Stromkennzeichnung/stromkennzeichnung-veroeffentlichung-fuer-2017-stadtwerke-kempen.pdf,,True,,,,,,,,,,,,,,,,,
780,Stadtwerke Kiel AG,3.60%,32.30%,7.80%,0.60%,51.10%,4.50%,4.50%,40.70%,7.36%,66.05%,15.95%,1.23%,9.20%,83.23%,347.0,0.0001,709.61145194274,https://www.stadtwerke-kiel.de/swk/de/produkte/privatkunden/strom/fragen_zum_strom/kieler_strommix/kieler_strommix.jsp,,True,Uhlenkrog 32,24113,Kiel,https://www.stadtwerke-kiel.de/swk/de/,,A,x,,,,x,,,,,,True
781,Stadtwerke Kirn GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-kirn.de/fileadmin/user_data/Stadtwerke_Kirn/Stromkennzeichnung_2017.pdf,FEHLER fehlerhafte Kennzeichnung,True,,,,,,,,,,,,,,,,,
782,Stadtwerke Kleve GmbH,7.70%,27.80%,4.60%,0.90%,51.00%,8.00%,100.00%,33.30%,15.71%,56.73%,9.39%,1.84%,16.33%,67.96%,306.0,0.0002,624.489795918367,https://www.stadtwerke-kleve.de/fileadmin/PDF/Strom/Stromkennzeichnung_2017.pdf,,True,Flutstraße 36,47533,Kleve,https://www.stadtwerke-kleve.de/privatkunden,,A,x,,,,x,,,,,,True
783,Stadtwerke Klingenberg Kommunalunternehmen (AöR),,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-klingenberg.de/index.php/strom/strom-kennzeichnung,nicht aktuell,True,Rathausstraße 9,63911,Klingenberg a.Main,https://stadtwerke-klingenberg.de/,,R,,,?,,,,x,,,Gründung der BürgerEnergieWerke Klingenberg GmbH,True
